# Date:     2024-01-15 15:50:33
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	P_2	dP_2	T0_2	A_2	R21_2	phi21_2	R31_2	phi31_2	P_3	dP_3	T0_3	A_3	R21_3	phi21_3	R31_3	phi31_3	Remarks
OGLE-LMC-CEP-0011	12	4.627839	-69.960806	-99.99	LMC150.7.5166	LMC538.12.7360	-99.99	16.300	16.923	0.623	1.0199256	0.0000075	6000.27574	0.230	0.154	4.397	0.050	1.926	0.8194448	0.0000143	6000.61504	0.074	0.000	-99.99	0.245	1.282	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0012	F	4.630206	-67.214417	-99.99	LMC153.4.17	LMC540.24.2900	-99.99	15.474	16.075	0.601	2.6601839	0.0000023	6001.07578	0.691	0.516	4.388	0.311	2.600	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0013	1	4.630839	-69.288500	-99.99	LMC149.7.37	LMC539.06.25	-99.99	15.564	16.130	0.566	1.5985688	0.0000032	6001.38059	0.319	0.228	4.284	0.070	2.562	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0014	1	4.638592	-69.887917	-99.99	LMC150.7.5155	LMC538.21.6	-99.99	14.761	15.392	0.631	3.1356338	0.0000157	6000.24273	0.236	0.115	3.715	0.035	6.099	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0015	1	4.642300	-69.352667	-99.99	LMC149.7.6029	LMC538.29.9467	-99.99	15.514	16.102	0.588	1.6556995	0.0000028	6000.89527	0.294	0.223	4.199	0.056	2.518	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0017	F	4.649119	-69.688417	-99.99	LMC150.6.5206	LMC538.21.7435	-99.99	15.237	15.899	0.662	3.6772904	0.0000061	6001.21645	0.594	0.481	4.611	0.281	2.998	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0018	F	4.649717	-68.956889	-99.99	LMC148.8.17	LMC539.13.21	-99.99	15.181	15.994	0.813	4.0478369	0.0000185	6002.75795	0.247	0.267	4.667	0.085	3.007	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0019	1	4.650908	-68.309778	-99.99	LMC154.1.4727	LMC539.30.29	-99.99	15.637	16.318	0.681	1.9290799	0.0000066	6000.84092	0.175	0.127	4.824	0.023	4.999	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0020	1	4.658475	-69.230333	-99.99	LMC149.6.6095	LMC539.05.17	-99.99	14.729	15.338	0.609	3.0111731	0.0000576	6001.96548	0.039	0.000	-99.99	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0021	F	4.658606	-69.261833	-99.99	LMC149.7.6013	LMC539.05.11	-99.99	14.709	15.494	0.785	5.4579579	0.0000170	6002.24087	0.447	0.423	4.961	0.157	3.602	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0022	1	4.664692	-69.831944	-99.99	LMC150.3.3	LMC538.20.10	-99.99	14.527	15.174	0.647	3.4769471	0.0000366	6000.53750	0.084	0.047	3.543	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0023	F	4.679856	-68.985667	-99.99	LMC149.4.71	LMC539.12.56	-99.99	16.315	17.081	0.766	1.7018187	0.0000034	6000.65340	0.418	0.431	4.338	0.255	2.505	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0024	F1	4.680725	-69.737944	-99.99	LMC150.3.7085	LMC538.20.9431	-99.99	14.671	15.394	0.723	5.0930109	0.0000781	6000.53380	0.125	0.091	4.542	0.025	-99.99	3.6315623	0.0000274	6000.04794	0.200	0.115	3.816	0.062	0.512	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0025	F	4.681769	-69.115083	-99.99	LMC149.3.41	LMC539.04.9894	-99.99	15.338	16.131	0.793	3.7334902	0.0000089	6003.70986	0.368	0.401	4.671	0.173	3.108	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0026	F	4.686733	-68.799750	-99.99	LMC148.2.16	LMC539.12.8711	-99.99	15.497	16.094	0.597	2.5706724	0.0000035	6002.26494	0.619	0.444	4.263	0.226	2.249	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0027	F	4.688744	-67.335583	-99.99	LMC146.6.29	LMC540.22.25	HV12711	15.037	15.641	0.604	3.5229124	0.0000050	6001.73458	0.636	0.442	4.389	0.245	2.490	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0028	F	4.690814	-69.631750	-99.99	LMC150.4.7575	LMC538.19.11290	-99.99	16.617	17.258	0.641	1.2629537	0.0000009	6000.35235	0.510	0.476	4.160	0.278	2.041	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0029	1	4.693178	-70.045083	-99.99	LMC150.1.5722	LMC538.10.10021	-99.99	15.424	16.062	0.638	1.9936733	0.0000087	6001.77006	0.266	0.160	4.635	0.023	3.497	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0030	1	4.694331	-70.096944	-99.99	LMC150.1.5799	LMC538.10.239	-99.99	17.034	17.640	0.606	0.6035484	0.0000007	6000.03401	0.341	0.219	3.586	0.142	1.087	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0031	1	4.695800	-69.115417	-99.99	LMC149.3.7684	LMC539.03.9195	-99.99	14.450	15.154	0.704	4.3396944	0.0000250	6000.92878	0.254	0.244	4.457	0.101	2.222	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0032	12	4.695903	-69.741861	-99.99	LMC150.3.7156	LMC538.19.11226	-99.99	16.309	16.961	0.652	1.0616577	0.0000083	6000.01238	0.140	0.141	3.866	0.056	1.956	0.8543837	0.0000232	6000.30019	0.043	0.187	3.933	0.135	3.512	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0033	F	4.699425	-69.433556	-99.99	LMC149.1.7417	LMC538.27.9880	-99.99	14.386	15.216	0.830	7.1807603	0.0000289	6002.62615	0.496	0.338	5.370	0.211	3.683	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0034	F	4.700531	-70.646944	-99.99	LMC144.8.8	LMC537.26.6947	HV12716	13.751	14.673	0.922	11.2552749	0.0000646	6007.28824	0.488	0.167	4.749	0.103	5.208	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0035	F	4.701753	-67.969889	-99.99	LMC147.6.4793	LMC540.04.14	-99.99	14.376	15.154	0.778	6.9435423	0.0000256	6005.25522	0.403	0.353	5.345	0.142	3.793	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0036	F1	4.703275	-70.233889	-99.99	LMC144.5.65	LMC538.02.1949D	-99.99	16.446	-99.99	-99.99	1.5738216	0.0000077	6000.28193	0.228	0.473	1.693	0.467	4.640	1.1419504	0.0000037	6000.79579	0.191	0.189	4.330	0.054	2.144	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0037	F	4.704133	-68.436278	-99.99	LMC148.4.36	LMC539.20.9464	-99.99	15.512	16.294	0.782	3.0669100	0.0000094	6002.25863	0.273	0.345	4.553	0.131	2.865	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0038	1	4.704411	-69.217056	-99.99	LMC149.3.7710	LMC539.03.34	-99.99	14.977	15.654	0.677	2.7551416	0.0000109	6000.22656	0.252	0.064	4.113	0.026	5.359	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0039	F	4.710558	-68.516472	-99.99	LMC148.3.83	LMC539.20.9453	-99.99	15.395	16.059	0.664	3.1477882	0.0000075	6002.07933	0.348	0.397	4.549	0.188	2.824	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0040	F	4.713128	-69.816806	-99.99	LMC143.6.11	LMC538.19.29	HV12715	14.670	15.413	0.743	5.1651068	0.0000088	6004.55294	0.577	0.435	4.622	0.201	2.992	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0041	F	4.714928	-67.433278	-99.99	LMC146.6.3894	LMC540.21.44	-99.99	15.530	16.253	0.723	2.9106644	0.0000173	6002.12866	0.179	0.225	4.362	0.051	2.233	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0042	F	4.717117	-70.167111	-99.99	LMC144.5.6906	LMC538.10.73	-99.99	15.667	16.360	0.693	2.5770257	0.0000037	6002.33638	0.631	0.476	4.366	0.259	2.557	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0043	1	4.717733	-68.856833	-99.99	LMC148.1.7258	LMC539.11.23	-99.99	14.823	15.492	0.669	3.1488086	0.0000196	6002.03322	0.233	0.115	3.500	0.059	0.217	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0044	F	4.719578	-67.233583	-99.99	LMC146.4.20	LMC540.21.4846	HV12712	14.925	15.522	0.597	4.0357552	0.0000075	6003.70515	0.618	0.439	4.450	0.225	2.650	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0045	F	4.719650	-67.282778	-99.99	LMC146.4.51	LMC540.21.4866	-99.99	16.146	16.834	0.688	1.8669280	0.0000027	6001.52638	0.497	0.473	4.381	0.283	2.625	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0046	F	4.722461	-69.229972	-99.99	LMC142.6.4	LMC539.02.15	HV12717	13.948	14.745	0.797	8.8436041	0.0000500	6006.17876	0.502	0.226	5.148	0.181	3.874	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0047	1	4.723783	-69.897056	-99.99	LMC143.7.37	LMC538.18.39	-99.99	15.273	15.904	0.631	2.0713571	0.0000045	6001.58053	0.286	0.200	4.582	0.030	3.260	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0048	F	4.725403	-69.624694	-99.99	LMC143.5.14	LMC538.18.12137	U2	14.465	15.157	0.692	5.5482140	0.0000132	6002.79336	0.552	0.415	4.601	0.171	2.807	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0049	F	4.726547	-70.696278	-99.99	LMC144.8.5522	LMC530.16.34	-99.99	15.316	16.192	0.876	3.8491608	0.0000136	6002.77336	0.229	0.231	4.543	0.062	2.743	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0050	F	4.727867	-69.570611	-99.99	LMC143.5.16	LMC538.26.8	HV12976	14.195	15.021	0.826	7.8454429	0.0000283	6005.48757	0.467	0.367	5.342	0.184	3.578	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0051	1	4.728933	-70.304083	-99.99	LMC144.6.6708	LMC530.25.6370	-99.99	15.566	16.231	0.665	1.7544645	0.0000024	6001.60060	0.297	0.232	4.342	0.049	2.768	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0052	1	4.731725	-68.820806	-99.99	LMC148.1.7277	LMC539.10.10088	-99.99	15.118	15.755	0.637	2.3856460	0.0000076	6001.65817	0.209	0.105	4.592	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0053	F	4.734672	-69.841417	-99.99	LMC143.7.8221	LMC538.18.52	-99.99	15.685	16.412	0.727	2.6338747	0.0000023	6001.37846	0.694	0.502	4.332	0.373	2.514	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0054	1	4.735031	-70.095500	-99.99	LMC143.8.7613	LMC538.09.42	-99.99	15.197	15.888	0.691	2.2765684	0.0000079	6000.40871	0.171	0.092	4.651	0.023	3.836	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0055	F	4.742797	-67.072639	-99.99	LMC145.1.19	LMC540.28.28	-99.99	15.452	16.098	0.646	2.8620681	0.0000027	6002.29255	0.558	0.485	4.483	0.271	2.711	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0056	F	4.746400	-70.230833	-99.99	LMC144.4.17	LMC530.24.2581D	-99.99	15.355	16.256	0.901	3.6670371	0.0000230	6002.36330	0.412	0.417	4.628	0.207	3.101	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0057	F	4.747967	-69.033194	-99.99	LMC142.5.10066	LMC531.25.20439	LMV1525 HV12719	13.886	14.799	0.913	10.3067803	0.0000776	6005.48867	0.318	0.234	6.023	0.102	5.040	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0058	F	4.748153	-69.191583	-99.99	LMC142.6.10925	LMC531.25.14490	HV12720	14.977	15.730	0.753	4.3155685	0.0000058	6001.56383	0.603	0.450	4.606	0.225	3.002	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0059	F	4.748583	-68.639361	-99.99	LMC141.6.36	-99.99	-99.99	15.011	15.815	0.804	4.3903931	0.0000083	6004.34899	0.472	0.432	4.772	0.204	3.294	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0060	F	4.749883	-69.832139	-99.99	LMC143.6.9591	LMC538.17.55	-99.99	15.417	16.199	0.782	3.4064849	0.0000072	6000.57849	0.523	0.454	4.588	0.248	2.934	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0061	12	4.750217	-68.117028	-99.99	LMC147.2.8271	LMC539.26.11173	-99.99	16.660	17.290	0.630	0.8685818	0.0000021	6000.65029	0.272	0.271	3.937	0.099	2.034	0.6985558	0.0000059	6000.66363	0.071	0.102	5.051	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0062	1	4.753789	-68.914389	-99.99	LMC141.8.51	LMC539.09.42	-99.99	15.089	15.888	0.799	2.1530915	0.0000075	6000.63165	0.227	0.154	4.663	0.022	3.565	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0063	F	4.755175	-69.277389	-99.99	LMC142.7.13456	-99.99	-99.99	-99.99	13.630	-99.99	21.0677110	0.0040892	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0064	F	4.758150	-69.147056	-99.99	LMC142.6.10941	LMC531.25.5674	HV12722	15.295	15.987	0.692	3.2291389	0.0000063	6001.30270	0.545	0.442	4.407	0.233	2.602	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0065	1	4.758158	-68.321194	-99.99	LMC140.8.440	LMC539.26.425	-99.99	18.198	18.930	0.732	0.3382917	0.0000013	6000.00296	0.112	0.104	-99.99	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0066	1	4.759494	-69.898333	-99.99	LMC143.7.8276	LMC538.17.31	-99.99	15.735	16.519	0.784	1.9492243	0.0000097	6001.78214	0.156	0.122	5.102	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0067	F	4.759617	-70.370861	-99.99	LMC144.3.36	LMC530.24.6900	HV12723	15.327	16.111	0.784	3.4854335	0.0000044	6003.23717	0.487	0.416	4.558	0.218	2.881	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0068	F	4.760331	-70.251028	-99.99	-99.99	LMC530.24.6894	HV8036	12.748	13.584	0.836	28.3738735	0.0003703	6005.00515	0.761	0.407	5.057	0.302	3.804	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0069	1	4.760747	-68.651750	-99.99	LMC141.6.120	LMC539.18.35	-99.99	15.651	16.349	0.698	1.8070072	0.0000106	6000.19639	0.130	0.109	4.830	0.000	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0070	F	4.766967	-69.648833	-99.99	LMC143.4.5	LMC538.17.12700	HV12724	13.754	14.766	1.012	13.7462846	0.0000794	6011.02012	0.470	0.100	4.533	0.151	1.596	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0071	1	4.768422	-68.775500	-99.99	LMC141.7.9526	LMC539.09.10977	-99.99	15.962	16.584	0.622	1.3858956	0.0000023	6001.30287	0.304	0.185	4.236	0.052	3.049	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
OGLE-LMC-CEP-0072	F	4.775786	-68.749333	-99.99	LMC141.7.9491	LMC531.32.15873	-99.99	15.565	16.253	0.688	2.3366463	0.0000121	6000.01759	0.290	0.218	4.041	0.068	1.118	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99	
