# Date:     2024-01-15 15:55:51
# Database: ocvs
# Target:   lmc_hb
# Query:    TRUE 
# Objects:  439
# Columns:
# ID	Type	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P	dP	T0	A	Ecc	Incl	Peri	Var	Model	S	C	Remarks
OGLE-LMC-HB-0217	RG	5.347094	-69.370083	LMC_SC6_214258	LMC100.2.38010	LMC503.11.56578	2MASS J05204953-6922122	15.215	16.888	1.673	591.75000000	0.34000000	9086.7000	0.032	0.1842	65.80	32.50	-99.99	1	0.007510	0.002020	
OGLE-LMC-HB-0218	RG	5.349447	-70.371528	LMC_SC21_78340	LMC104.3.17708	LMC502.20.15011	-99.99	15.962	17.454	1.492	318.50000000	0.11000000	9067.5000	0.030	0.1990	53.40	2.70	-99.99	1	0.008900	0.000010	
OGLE-LMC-HB-0219	RG	5.351128	-70.647167	LMC_SC21_63938	LMC104.1.39277	LMC502.11.11969	-99.99	15.495	17.227	1.732	615.76000000	0.16000000	9031.5000	0.048	0.4115	53.20	123.60	OSARG	1	0.005870	-0.000130	
OGLE-LMC-HB-0220	RG	5.355094	-69.260722	LMC_SC6_229549	LMC100.2.106729	LMC503.20.64	EROS2-star lm001-0n-8183	15.214	16.880	1.666	312.88100000	0.02600000	9123.1300	0.115	0.2887	60.95	46.71	OSARG	0	0.019660	0.001740	
OGLE-LMC-HB-0221	RG	5.355933	-69.729028	LMC_SC6_280450	LMC103.3.95230	LMC503.03.29568	OGLE-LMC-LPV-44996	15.165	17.019	1.854	471.69000000	0.16000000	9297.2000	0.042	0.1695	61.70	150.70	TEO	1	0.011020	0.002890	
OGLE-LMC-HB-0222	RG	5.358669	-69.365111	LMC_SC6_330210	LMC100.2.38075	LMC503.11.56661	-99.99	15.813	17.990	2.177	301.41300000	0.07800000	9284.9000	0.034	0.2650	46.40	119.50	-99.99	1	0.009620	-0.002720	
OGLE-LMC-HB-0223	RG	5.360267	-69.625444	LMC_SC6_287490	LMC103.4.33118	-99.99	-99.99	15.110	16.710	1.600	437.51000000	0.27000000	9090.3000	0.055	0.1639	88.60	116.50	TEO	1	0.010840	0.006480	
OGLE-LMC-HB-0224	RG	5.364864	-69.515500	LMC_SC6_304939	LMC100.1.57473	LMC503.10.80490	-99.99	14.751	15.633	0.882	107.17710000	0.00370000	9083.5800	0.077	0.3067	53.30	37.30	-99.99	1	0.014790	0.000120	
OGLE-LMC-HB-0225	MS	5.366689	-69.586194	-99.99	LMC103.4.118944	LMC503.10.64959	-99.99	15.801	15.976	0.175	13.73925000	0.00023000	9005.0900	0.039	0.2210	38.30	2.90	-99.99	1	0.015730	-0.005240	
OGLE-LMC-HB-0226	RG	5.370306	-69.850083	LMC_SC6_384087	LMC103.2.91876	LMC503.02.78433	-99.99	14.452	15.711	1.259	668.85000000	0.52000000	9282.4000	0.022	0.4250	61.50	54.70	-99.99	1	0.002100	0.000250	
OGLE-LMC-HB-0227	RG	5.370372	-69.058333	-99.99	LMC100.4.44640	LMC503.19.86426	-99.99	15.177	16.987	1.810	615.84000000	0.28000000	9214.2000	0.051	0.4049	63.20	146.10	-99.99	1	0.005220	0.000920	
OGLE-LMC-HB-0228	RG	5.381408	-70.187000	-99.99	LMC163.5.60903	LMC502.27.32	-99.99	15.380	16.912	1.532	708.63000000	0.69000000	9436.5000	0.024	0.4080	49.00	129.90	-99.99	1	0.003310	-0.000510	
OGLE-LMC-HB-0229	RG	5.381992	-70.646250	-99.99	LMC163.8.32225	LMC502.10.12414	-99.99	15.362	16.951	1.589	459.92000000	0.19000000	9001.6000	0.038	0.3650	88.70	134.90	-99.99	1	0.003660	0.001950	
OGLE-LMC-HB-0230	MS	5.383819	-67.974250	-99.99	LMC159.6.45	LMC504.19.3921	OGLE-LMC-ECL-14264	14.623	14.492	-0.131	15.10097000	0.00040000	9001.8000	0.018	0.6620	29.00	7.00	ECL	0	0.000640	-0.001350	
OGLE-LMC-HB-0231	RG	5.384997	-69.280417	LMC_SC5_106186	LMC161.7.72857	LMC503.19.43	-99.99	15.180	16.831	1.651	1033.82000000	0.26000000	9888.0000	0.066	0.5746	60.60	31.90	TEO	1	0.002760	0.001870	
OGLE-LMC-HB-0232	RG	5.385522	-70.574083	-99.99	LMC163.7.122	LMC502.10.19733	OGLE-LMC-ECL-14311	16.699	17.942	1.243	111.72390000	0.00730000	9098.4200	0.076	0.2023	65.00	67.00	-99.99	1	0.016460	0.003650	
OGLE-LMC-HB-0233	RG	5.387689	-69.385444	-99.99	LMC161.7.16279	LMC503.10.34220	MACHO 78.6950.1337	15.414	16.909	1.495	462.86000000	0.34000000	9225.9000	0.022	0.2930	45.50	88.50	-99.99	1	0.006770	-0.001480	
OGLE-LMC-HB-0234	RG	5.388094	-67.607306	-99.99	-99.99	LMC504.26.18487	-99.99	15.058	16.571	1.513	300.50000000	0.18000000	9217.2000	0.041	0.3330	65.20	177.70	-99.99	1	0.006540	0.002050	
OGLE-LMC-HB-0235	RG	5.388742	-70.560556	-99.99	LMC163.7.9297	LMC502.10.19667	OGLE-LMC-ECL-14399	15.730	17.422	1.692	337.51400000	0.09400000	9170.7000	0.054	0.2177	60.20	106.50	OSARG	1	0.012220	-0.000340	
OGLE-LMC-HB-0236	RG	5.391536	-69.391889	LMC_SC5_208457	LMC161.7.16296	LMC503.09.85338	2MASS J05232951-6923309	14.954	16.683	1.729	460.33400000	0.05400000	9218.8600	0.083	0.3062	80.80	161.60	TEO	1	0.011530	0.003220	
OGLE-LMC-HB-0237	RG	5.396572	-69.896778	-99.99	LMC162.7.89086	LMC503.01.67401	2MASS J05234767-6953484	14.889	16.743	1.854	448.93000000	0.15000000	9132.5000	0.063	0.2555	55.00	96.00	OSARG	1	0.014900	0.000930	
OGLE-LMC-HB-0238	MS	5.400525	-69.822389	-99.99	LMC162.6.39761	LMC503.01.81108	-99.99	13.402	13.260	-0.142	7.46787700	0.00006100	9000.7340	0.046	0.1274	43.20	4.00	-99.99	0	0.022100	-0.007400	
OGLE-LMC-HB-0239	RG	5.400531	-69.231139	LMC_SC5_338248	LMC161.6.26578	LMC503.18.50064	-99.99	15.481	17.054	1.573	603.75000000	0.28000000	9480.2000	0.033	0.3730	70.40	112.20	OSARG	1	0.003340	0.001250	
OGLE-LMC-HB-0240	RG	5.408042	-70.999583	-99.99	LMC164.6.12098	LMC502.01.31370	OGLE-LMC-ECL-14853	15.031	16.538	1.507	556.02000000	0.25000000	9410.8000	0.038	0.4460	78.70	85.80	-99.99	1	0.002590	0.000360	
OGLE-LMC-HB-0241	RG	5.409114	-70.155861	-99.99	LMC163.5.91390	LMC502.26.308	-99.99	16.629	17.956	1.327	249.13000000	0.10000000	9055.7000	0.029	0.3510	88.50	113.20	-99.99	1	0.002900	0.000910	
OGLE-LMC-HB-0242	RG	5.409900	-69.864000	-99.99	LMC162.7.108710	LMC503.01.85	OGLE-LMC-ECL-14896	15.111	16.532	1.421	384.91000000	0.21000000	9225.7000	0.025	0.1270	49.50	159.30	ECL	0	0.009800	-0.001400	
OGLE-LMC-HB-0243	RG	5.410256	-70.554194	-99.99	LMC163.7.19168	LMC502.09.20629	OGLE-LMC-ECL-14911	15.824	17.351	1.527	245.04600000	0.03200000	9184.1100	0.081	0.2295	72.30	44.50	-99.99	1	0.014390	0.002330	
OGLE-LMC-HB-0244	RG	5.410628	-70.007972	LMC_SC5_356767	LMC162.8.90400	LMC502.26.23301	-99.99	13.868	15.340	1.472	410.26300000	0.07400000	9112.7000	0.057	0.1235	53.00	59.20	OSARG	1	0.020510	-0.000980	
OGLE-LMC-HB-0245	RG	5.414139	-68.869861	-99.99	LMC160.8.61966	LMC517.16.38304	OGLE-LMC-ECL-15016	16.496	17.791	1.295	211.87200000	0.04100000	9022.3000	0.044	0.2333	89.30	89.80	-99.99	1	0.007080	0.002670	
OGLE-LMC-HB-0246	RG	5.418514	-68.806472	-99.99	LMC160.7.25914	LMC517.16.46859	EROS2-star lm020-6m-17696	15.546	16.937	1.391	200.78700000	0.04200000	9052.4000	0.039	0.1134	89.00	170.20	ECL	0	0.009870	0.004350	
OGLE-LMC-HB-0247	RG	5.418897	-69.409472	LMC_SC4_113080	LMC161.8.113564	LMC503.09.31338	-99.99	15.194	16.819	1.625	322.88000000	0.11000000	9285.8000	0.029	0.2460	30.64	46.10	-99.99	1	0.014280	-0.007930	
OGLE-LMC-HB-0248	RG	5.420844	-69.957167	LMC_SC4_36298	LMC162.7.53099	LMC502.26.37056	OGLE-LMC-ECL-32997	16.279	17.760	1.481	292.49400000	0.06100000	9035.9000	0.041	0.3910	64.00	129.30	-99.99	1	0.004280	0.000820	
OGLE-LMC-HB-0249	RG	5.422739	-69.090444	-99.99	LMC161.5.34250	LMC503.17.63553	-99.99	15.860	17.366	1.506	271.97100000	0.07400000	9118.0000	0.051	0.2952	59.00	43.50	-99.99	1	0.008860	0.000600	
OGLE-LMC-HB-0250	RG	5.428322	-69.813167	LMC_SC4_176272	LMC162.6.61369	LMC516.25.78663	-99.99	14.774	16.371	1.597	511.57000000	0.16000000	9200.5000	0.034	0.3070	73.50	41.90	-99.99	1	0.004490	0.001640	
OGLE-LMC-HB-0251	RG	5.430664	-69.145222	-99.99	LMC161.3.47502	LMC503.17.63502	OGLE-LMC-ECL-15418	15.702	17.238	1.536	276.17000000	0.14000000	9103.4000	0.024	0.1700	67.00	117.80	-99.99	1	0.005410	0.001590	
OGLE-LMC-HB-0252	RG	5.432886	-70.061750	LMC_SC4_145349	LMC162.1.60591	LMC516.16.26513	-99.99	14.717	16.418	1.701	338.15900000	0.05700000	9294.6000	0.049	0.1887	45.74	132.30	OSARG	1	0.018030	-0.002830	
OGLE-LMC-HB-0253	RG	5.438406	-69.195583	-99.99	LMC161.3.166	LMC517.07.52822	MACHO 80.7437.74	15.878	17.285	1.407	235.00000000	0.14000000	9093.9000	0.017	0.2090	49.00	148.30	-99.99	1	0.005220	-0.000870	
OGLE-LMC-HB-0254	MS	5.440125	-68.784722	-99.99	-99.99	LMC517.15.43517	2MASS J052624.45-684705.0	13.473	13.772	0.299	32.82939000	0.00022000	9031.0030	0.321	0.5473	42.51	130.64	TEO	1	0.027690	-0.006570	
OGLE-LMC-HB-0255	MS	5.440464	-71.696056	-99.99	LMC165.2.15	LMC501.17.15783	-99.99	15.136	15.246	0.110	19.88490000	0.00034000	9011.8490	0.077	0.2529	50.90	27.80	-99.99	1	0.019350	-0.000210	
OGLE-LMC-HB-0256	MS	5.441233	-66.631667	-99.99	-99.99	LMC519.07.7946	OGLE-LMC-ECL-33339	15.586	15.469	-0.117	6.58432000	0.00022000	9005.0500	0.022	0.2300	41.20	141.00	ECL	0	0.008100	-0.002790	
OGLE-LMC-HB-0257	RG	5.442842	-71.610444	-99.99	LMC165.3.17	LMC501.17.19601	-99.99	15.458	17.026	1.568	493.00000000	0.44000000	9327.9000	0.028	0.3250	57.80	27.20	-99.99	1	0.004610	0.000780	
OGLE-LMC-HB-0258	RG	5.447017	-69.822889	LMC_SC4_295953	LMC162.3.21749	LMC516.24.76540	-99.99	14.499	15.662	1.163	242.81800000	0.03900000	9084.5000	0.042	0.1948	48.30	165.10	-99.99	1	0.013940	-0.002260	
OGLE-LMC-HB-0259	RG	5.447336	-69.822861	LMC_SC4_296020	LMC162.3.21819	LMC516.24.76606	-99.99	15.637	17.326	1.689	585.49000000	0.52000000	9174.8000	0.023	0.2920	59.10	57.60	-99.99	1	0.004050	-0.000330	
OGLE-LMC-HB-0260	RG	5.448189	-69.055750	-99.99	LMC161.4.10415	LMC517.07.75128	-99.99	16.189	17.758	1.569	263.93000000	0.17000000	9011.2000	0.016	0.1940	63.00	37.90	-99.99	1	0.003830	0.001390	
OGLE-LMC-HB-0261	RG	5.449119	-69.911306	LMC_SC4_287362	LMC162.2.95455	LMC516.24.60238	-99.99	14.825	16.057	1.232	252.74000000	0.05200000	9202.2000	0.038	0.2412	54.50	109.10	-99.99	1	0.009220	0.000100	
OGLE-LMC-HB-0262	RG	5.449828	-70.690472	-99.99	LMC163.1.9115	LMC502.08.5638	-99.99	15.900	17.293	1.393	288.03000000	0.11000000	9022.3000	0.026	0.2100	42.70	7.30	-99.99	1	0.009700	-0.002770	
OGLE-LMC-HB-0263	MS	5.454036	-69.033250	-99.99	LMC161.4.20878	LMC517.07.33274	OGLE-LMC-ECL-16111	14.804	14.696	-0.108	7.00722200	0.00006200	9005.6960	0.032	0.2250	41.30	114.60	ECL	0	0.013170	-0.004750	
OGLE-LMC-HB-0264	RG	5.454469	-69.773389	LMC_SC4_427226	LMC162.3.22032	LMC516.24.76844	-99.99	16.141	17.425	1.284	294.15300000	0.09600000	9070.8000	0.024	0.1880	49.10	151.50	-99.99	1	0.007800	-0.000050	
OGLE-LMC-HB-0265	RG	5.456111	-68.937028	-99.99	LMC160.1.15740	LMC517.15.7	EROS2-star lm020-7n-11720	13.829	15.290	1.461	462.13000000	0.50000000	9263.7000	0.020	0.1790	89.30	66.30	-99.99	1	0.003710	0.001960	
OGLE-LMC-HB-0266	MS	5.458258	-70.737667	-99.99	LMC164.4.36525	LMC515.32.32180	OGLE-LMC-ECL-16219	17.200	17.579	0.379	8.38852300	0.00010000	9002.0880	0.074	0.1630	89.90	55.70	-99.99	1	0.014560	0.005750	
OGLE-LMC-HB-0267	RG	5.459419	-70.155417	LMC_SC3_5737	LMC163.4.86882	LMC516.15.133	-99.99	16.241	17.788	1.547	431.25000000	0.16000000	9322.8000	0.030	0.3710	67.00	101.50	-99.99	1	0.003340	0.000780	
OGLE-LMC-HB-0268	MS	5.461264	-69.099778	-99.99	LMC161.3.70149	LMC517.07.22356	OGLE-LMC-ECL-16303	15.282	15.175	-0.107	14.10109000	0.00027000	9001.1100	0.024	0.5180	44.50	126.90	ECL	0	0.002210	-0.001310	
OGLE-LMC-HB-0269	RG	5.461286	-70.418750	-99.99	LMC163.3.13639	LMC516.07.7679	-99.99	16.107	17.831	1.724	454.07000000	0.25000000	9253.1000	0.035	0.4360	87.00	121.70	-99.99	1	0.002300	0.000950	
OGLE-LMC-HB-0270	RG	5.461608	-69.265889	-99.99	LMC161.2.73784	LMC517.07.49	-99.99	15.712	17.338	1.626	366.04000000	0.14000000	9324.4000	0.049	0.3200	55.10	18.60	-99.99	1	0.008900	0.001060	
OGLE-LMC-HB-0271	RG	5.462564	-70.587556	-99.99	LMC163.1.46974	LMC515.32.46406	-99.99	16.245	17.789	1.544	283.62000000	0.11000000	9188.4000	0.029	0.1880	57.70	101.70	-99.99	1	0.007760	0.000620	
OGLE-LMC-HB-0272	RG	5.470078	-69.571667	LMC_SC3_201547	LMC162.4.112610	LMC516.32.86	-99.99	16.404	17.931	1.527	257.68700000	0.02500000	9234.7500	0.065	0.2633	63.30	35.30	-99.99	1	0.012020	0.002340	
OGLE-LMC-HB-0273	MS	5.471961	-69.130750	-99.99	LMC161.3.82057	LMC517.06.60528	-99.99	15.041	14.909	-0.132	7.54821400	0.00008500	9006.8860	0.028	0.2730	48.20	0.10	-99.99	1	0.007500	-0.000710	
OGLE-LMC-HB-0274	RG	5.473008	-70.543389	-99.99	LMC163.2.20966	LMC515.32.19965	-99.99	16.388	17.691	1.303	239.49000000	0.15000000	9072.7000	0.015	0.2800	60.00	137.60	OSARG	1	0.002690	0.000490	
OGLE-LMC-HB-0275	RG	5.475208	-70.178667	LMC_SC3_125026	LMC163.4.104751	LMC516.14.58920	-99.99	15.482	17.064	1.582	582.28000000	0.30000000	9098.6000	0.030	0.3188	60.00	125.20	OSARG	1	0.004720	0.001170	
OGLE-LMC-HB-0276	MS	5.479894	-69.567750	-99.99	LMC162.4.129369	LMC516.31.40170	-99.99	15.901	16.219	0.318	25.54610000	0.00150000	9016.8200	0.024	0.0960	26.90	23.20	-99.99	0	0.022600	-0.015400	
OGLE-LMC-HB-0277	RG	5.480069	-70.151000	LMC_SC3_243475	LMC163.4.123020	LMC516.14.72045	-99.99	15.770	17.414	1.644	354.63500000	0.09700000	9154.7000	0.050	0.2060	48.20	167.10	-99.99	1	0.016070	-0.003910	
OGLE-LMC-HB-0278	RG	5.480142	-69.368333	LMC_SC3_333510	LMC161.2.38009	LMC516.31.75163	EROS2-star lm002-0l-24086	15.701	17.239	1.538	356.63000000	0.04000000	9109.1900	0.066	0.3142	44.91	150.50	-99.99	1	0.015650	-0.002330	
OGLE-LMC-HB-0279	RG	5.480211	-69.747750	LMC_SC3_290210	LMC162.3.142944	LMC516.23.86332	MACHO 77.7913.428	16.143	17.305	1.162	259.47100000	0.06400000	9139.3000	0.033	0.1890	70.20	66.60	-99.99	1	0.006860	0.002340	
OGLE-LMC-HB-0280	RG	5.480550	-70.203083	LMC_SC3_236712	LMC163.4.52070	LMC516.14.58887	2MASS J05284999-7012111	14.126	16.005	1.879	661.31000000	0.15000000	9398.4000	0.078	0.3266	49.20	9.20	OSARG	1	0.016150	0.000100	
OGLE-LMC-HB-0281	MS	5.487072	-67.002417	-99.99	-99.99	LMC518.30.19680	OGLE-LMC-ECL-34014	15.482	15.551	0.069	158.02200000	0.01300000	9139.2400	0.203	0.2090	89.70	76.39	ECL	0	0.033760	0.011290	
OGLE-LMC-HB-0282	RG	5.487569	-70.096972	LMC_SC3_243534	LMC162.1.45394	LMC516.14.72201	-99.99	16.131	17.809	1.678	512.63000000	0.21000000	9461.7000	0.037	0.3990	59.40	140.80	-99.99	1	0.004220	0.000380	
OGLE-LMC-HB-0283	MS	5.489603	-68.739111	-99.99	LMC167.7.9244	LMC517.14.24538	-99.99	16.139	15.978	-0.161	7.00983700	0.00007900	9000.3540	0.025	0.4990	16.60	78.00	-99.99	1	0.003800	-0.004510	
OGLE-LMC-HB-0284	RG	5.491547	-70.010889	LMC_SC3_368170	LMC169.8.74823	LMC516.14.28571	-99.99	15.764	17.292	1.528	541.44000000	0.23000000	9212.6000	0.025	0.4060	65.30	94.70	-99.99	1	0.002460	0.000530	
OGLE-LMC-HB-0285	RG	5.492219	-70.185667	LMC_SC3_345466	LMC170.5.74197	LMC516.14.152	OGLE-LMC-ECL-17246	15.977	17.454	1.477	384.10000000	0.16000000	9122.6000	0.034	0.1710	90.00	121.60	ECL	1	0.006500	0.001540	
OGLE-LMC-HB-0286	MS	5.494494	-66.746056	-99.99	-99.99	LMC519.05.4553	OGLE-LMC-ECL-34130	17.411	17.277	-0.134	3.48344800	0.00002600	9002.2140	0.065	0.5090	29.10	63.50	ECL	0	0.010600	-0.007700	
OGLE-LMC-HB-0287	RG	5.496564	-71.186556	-99.99	LMC164.1.32908	LMC515.14.37635	EROS2-star lm058-5k-5506	16.129	17.477	1.348	274.98100000	0.05600000	9047.2000	0.079	0.3707	89.50	154.60	TEO/ECL	0	0.007960	0.002820	
OGLE-LMC-HB-0288	RG	5.496864	-69.388500	LMC_SC3_444289	LMC168.7.13125	LMC516.31.21042	-99.99	15.346	17.136	1.790	422.36000000	0.12000000	9315.4000	0.045	0.0996	45.90	57.50	OSARG	1	0.021400	-0.005100	
OGLE-LMC-HB-0289	MS	5.497575	-71.952806	-99.99	-99.99	LMC514.31.179	-99.99	16.346	16.544	0.198	2555.50000000	2.70000000	10621.9000	0.182	0.4564	50.77	38.40	OSARG	0	0.019050	-0.003860	
OGLE-LMC-HB-0290	MS	5.500661	-71.850250	-99.99	LMC165.1.15370	LMC514.31.21755	OGLE-LMC-ECL-17503	18.118	19.009	0.891	28.93292000	0.00088000	9004.1500	0.144	0.2015	56.10	26.50	-99.99	1	0.038400	0.002100	
OGLE-LMC-HB-0291	RG	5.504878	-71.743139	-99.99	LMC172.7.23	LMC515.06.21	-99.99	15.430	17.105	1.675	767.19000000	0.95000000	9300.2000	0.027	0.4310	52.50	50.40	-99.99	1	0.003100	-0.000160	
OGLE-LMC-HB-0292	MS	5.505247	-70.440139	-99.99	LMC170.7.59336	LMC516.05.53665	-99.99	15.908	15.948	0.040	3.18585590	0.00000350	9001.6509	0.147	0.2920	89.50	147.40	ECL	0	0.019500	0.000640	
OGLE-LMC-HB-0293	RG	5.505394	-69.123139	-99.99	LMC168.6.53859	LMC517.05.53123	-99.99	15.836	17.327	1.491	259.12500000	0.06200000	9244.1000	0.044	0.2875	53.90	134.60	-99.99	1	0.008900	-0.000150	
OGLE-LMC-HB-0294	MS	5.507547	-71.048944	-99.99	LMC171.7.34049	LMC515.23.5033	[RHH2018] 113	15.974	16.140	0.166	63.43960000	0.00250000	9009.6200	0.093	0.4770	20.19	74.40	-99.99	1	0.018260	-0.011130	
OGLE-LMC-HB-0295	RG	5.509239	-70.076833	LMC_SC2_31056	LMC169.8.18222	LMC516.13.72606	-99.99	16.217	17.349	1.132	189.47400000	0.05000000	9066.0000	0.019	0.1510	68.00	134.70	-99.99	1	0.004630	0.001650	
OGLE-LMC-HB-0296	RG	5.509289	-70.295000	LMC_SC2_13	LMC170.6.77104	LMC516.05.79007	2MASS J05303343-7017419	14.204	15.658	1.454	389.75000000	0.10000000	9198.6000	0.043	0.1809	62.90	103.30	-99.99	1	0.010510	0.001390	
OGLE-LMC-HB-0297	RG	5.509586	-70.962278	-99.99	LMC171.6.8225	LMC515.23.11798	OGLE-LMC-ECL-17768	16.223	17.444	1.221	169.83200000	0.01500000	9022.4800	0.091	0.2976	71.60	33.70	-99.99	1	0.013080	0.001810	
OGLE-LMC-HB-0298	RG	5.510342	-70.722611	-99.99	LMC170.8.8883	LMC515.31.7597	-99.99	15.834	17.178	1.344	501.26000000	0.22000000	9402.7000	0.034	0.6350	62.10	146.40	-99.99	1	0.000890	0.000340	
OGLE-LMC-HB-0299	MS	5.516431	-69.114722	-99.99	LMC168.6.64145	LMC517.05.18823	-99.99	14.958	14.937	-0.021	14.04737000	0.00041000	9006.3700	0.017	0.5070	24.40	39.00	-99.99	1	0.002140	-0.001890	
OGLE-LMC-HB-0300	RG	5.517900	-70.367556	-99.99	LMC170.6.30282	LMC516.05.65568	-99.99	16.379	17.853	1.474	339.78500000	0.06600000	9116.3000	0.046	0.4750	65.80	33.50	-99.99	1	0.003200	0.001100	
OGLE-LMC-HB-0301	RG	5.518489	-69.924056	LMC_SC2_166023	LMC169.7.40932	-99.99	-99.99	14.242	15.638	1.396	444.68000000	0.41000000	9231.4000	0.028	0.3110	51.90	2.90	-99.99	1	0.005990	-0.000350	
OGLE-LMC-HB-0302	MS	5.519183	-69.408417	-99.99	LMC168.8.77063	LMC516.30.19742	OGLE-LMC-ECL-18047	15.002	14.849	-0.153	4.58478000	0.00005300	9002.0440	0.015	0.1500	33.20	101.10	ECL	0	0.012300	-0.006800	
OGLE-LMC-HB-0303	RG	5.519228	-69.463639	LMC_SC2_208893	LMC168.8.77064	LMC516.30.9061	-99.99	15.441	17.081	1.640	456.38000000	0.18000000	9216.7000	0.028	0.1442	56.10	171.10	OSARG	1	0.009060	0.000550	
OGLE-LMC-HB-0304	RG	5.523439	-70.324250	LMC_SC2_218937	LMC170.6.94522	LMC516.05.19507	-99.99	15.254	16.971	1.717	538.11000000	0.13000000	9173.8000	0.049	0.3576	55.00	172.50	OSARG	1	0.007950	0.001550	
OGLE-LMC-HB-0305	RG	5.531247	-69.865306	LMC_SC2_276677	LMC169.7.144574	LMC516.22.48	-99.99	14.923	16.347	1.424	224.05300000	0.07000000	9058.8000	0.019	0.1890	41.20	51.60	-99.99	1	0.008130	-0.002530	
OGLE-LMC-HB-0306	RG	5.533281	-69.577694	LMC_SC2_401876	LMC169.5.115056	-99.99	-99.99	14.207	15.865	1.658	500.10000000	0.29000000	9121.0000	0.068	0.3475	62.00	71.30	-99.99	1	0.009090	0.002120	
OGLE-LMC-HB-0307	RG	5.533972	-69.535944	-99.99	LMC168.8.39811	LMC516.29.34554	-99.99	15.844	17.357	1.513	427.75000000	0.41000000	9157.5000	0.025	0.1580	71.00	38.60	-99.99	1	0.005880	0.002260	
OGLE-LMC-HB-0308	MS	5.534381	-70.496861	-99.99	LMC170.7.85789	LMC516.04.43402	OGLE-LMC-ECL-18477	16.197	16.762	0.565	33.38135000	0.00046000	9012.7550	0.092	0.4871	89.00	135.00	TEO	0	0.004780	0.002390	
OGLE-LMC-HB-0309	RG	5.538872	-70.012083	LMC_SC2_357840	LMC169.8.135779	LMC516.12.85852	-99.99	15.604	17.149	1.545	537.85000000	0.16000000	9150.8000	0.032	0.4360	59.10	169.30	-99.99	1	0.003310	0.001350	
OGLE-LMC-HB-0310	RG	5.540239	-69.116222	-99.99	LMC168.3.33197	LMC517.04.18137	-99.99	16.119	17.384	1.265	283.23000000	0.17000000	9265.5000	0.021	0.2420	72.20	13.70	-99.99	1	0.003990	0.001560	
OGLE-LMC-HB-0311	RG	5.540647	-70.101333	LMC_SC1_44635	LMC169.1.38	LMC516.12.69041	-99.99	15.345	17.072	1.727	454.46200000	0.09400000	9374.0000	0.070	0.1689	56.50	136.90	OSARG	1	0.019880	0.001950	
OGLE-LMC-HB-0312	RG	5.540708	-69.522583	LMC_SC2_407002	-99.99	LMC516.29.43328	J053226.44-693122.1	12.965	14.781	1.816	650.62000000	0.15000000	9413.0000	0.103	0.1801	78.20	133.00	OSARG	0	0.020290	0.008110	
OGLE-LMC-HB-0313	RG	5.542533	-69.727944	-99.99	LMC169.3.61440	LMC516.21.71376	-99.99	15.884	17.386	1.502	552.06000000	0.36000000	9538.1000	0.028	0.4060	80.80	107.50	ECL	1	0.002260	0.000870	
OGLE-LMC-HB-0314	MS	5.543533	-69.412333	LMC_SC2_416902	LMC168.1.41153	LMC516.29.54441	OGLE-LMC-ECL-18727	14.668	14.731	0.063	10.35699800	0.00005900	9002.3810	0.049	0.2824	57.00	24.80	ECL	0	0.009760	-0.000790	
OGLE-LMC-HB-0315	RG	5.543819	-65.645389	-99.99	-99.99	LMC519.28.9324	OGLE-LMC-ECL-34991	15.217	16.672	1.455	685.81000000	0.39000000	9415.5000	0.052	0.5990	70.50	72.80	-99.99	1	0.001480	0.000030	
OGLE-LMC-HB-0316	RG	5.544444	-69.225028	-99.99	LMC168.3.55	LMC517.04.8610	EROS2-star lm002-1k-28820	15.099	16.985	1.886	414.49000000	0.04800000	9350.7500	0.138	0.2209	62.19	57.12	OSARG	0	0.028990	-0.000940	
OGLE-LMC-HB-0317	RG	5.547419	-69.714611	LMC_SC1_84811	LMC169.3.61465	LMC516.21.71400	-99.99	15.912	17.438	1.526	239.63000000	0.04200000	9069.5000	0.049	0.1500	66.00	52.80	-99.99	1	0.012180	0.002570	
OGLE-LMC-HB-0318	RG	5.552589	-69.877306	LMC_SC1_158043	LMC169.2.73535	LMC516.21.43	-99.99	15.702	17.121	1.419	341.55700000	0.07300000	9077.2000	0.043	0.1729	65.20	31.00	OSARG	1	0.010380	0.002370	
OGLE-LMC-HB-0319	MS	5.552850	-68.533750	-99.99	LMC167.3.29239	LMC517.20.31866	OGLE-LMC-ECL-18972	17.942	18.382	0.440	10.76073000	0.00015000	9002.1400	0.058	0.3230	67.60	4.40	ECL	0	0.009210	0.004000	
OGLE-LMC-HB-0320	RG	5.556756	-71.062500	-99.99	LMC171.2.32786	LMC515.21.32681	OGLE-LMC-ECL-35210	16.084	17.608	1.524	296.38000000	0.13000000	9202.0000	0.025	0.3000	63.80	112.20	-99.99	1	0.003960	0.001100	
OGLE-LMC-HB-0321	RG	5.557094	-69.725694	LMC_SC1_175013	LMC169.3.77611	LMC516.21.24891	-99.99	16.722	18.045	1.323	148.65700000	0.01900000	9029.0000	0.041	0.2441	71.00	10.50	-99.99	1	0.007970	0.003970	
OGLE-LMC-HB-0322	RG	5.557500	-70.131028	LMC_SC1_130673	LMC169.1.16878	LMC516.12.12322	EROS2-star lm002-7m-3365	15.555	17.120	1.565	342.90000000	0.07600000	9069.6000	0.040	0.1246	61.40	56.70	ECL	1	0.011600	0.002000	
